col1,col2,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,AbsKmag,Kmag,r-K,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,AbsGmag,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,ra_epoch2000,dec_epoch2000,errHalfMaj_xa,errHalfMin_xa,errPosAng_xa,source_id,ra,ra_error,dec,dec_error,parallax_percent,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_xa,_RAJ2000,_DEJ2000,[RSP2011],HIP,RAJ2000_xa,DEJ2000_xa,2MASS_x,EPIC,Kpmag,Mass,Bin,Ap,lc,IPer,IPw,I99.9,Q,mPer,use,K2Per,K2Pw,Amp,Ng,Bl,Lit,angDist_xb
65.98657,18.6388,04235666+1838201,65.986114,18.638943,0.06,0.06,90,12.353,11.772,12.6243044552549,11.494,4.8396,0.021,0.022,0.018,AAA,222,0,2450752.8842,1.638476,130360659864007154,65.98649071,18.63881886,0.007,0.002,90,436527104,52,56116.83960648,5,87,18.7215,17.5912,0.003,17.6554,0.0051,115000,16.3336,0.0032,16.3978,0.0026,115000,14.75,0.0011,14.8036,0.003,115000,14.0229,0.0056,14.0553,0.0036,115000,13.6445,0.0033,13.6547,0.0022,115000,1.360522,65.9861675950899,18.6389139494206,0.003,0.002,90,47881811540636800,65.98657141434,0.0788,18.63879905907,0.0387,0.006,16.8291,0.1008,88.871,0.186,-26.684,0.131,false,12104.1,7.64352,1583.57667671439,15.481036,1740.62,9.02483,192.870115004936,17.249626,16790.0,24.2825,691.444455883867,14.19929,3.050336,,,0,3899.87,0.196,0.119,,,0.210622,65.985833,18.638917,277,,04 23 56.6,+18 38 20.1,04235666+1838201,210718930,14.61,0.17,0,6.0,det,2.421,0.1032,0.009,1,N,corr,2.4191,0.2939,0.0095385,N,N,0,0.958606
64.35531,19.02978,04172512+1901478,64.354702,19.029947,0.08,0.06,0,8.597,7.994,9.50927423034103,7.909,2.3074,0.021,0.018,0.023,AAA,111,0,2450752.8049,2.154749,130830643551096400,64.35529705,19.02978419,0.001,0.001,90,1343750144,160,56249.30804398,3,53,13.0161,11.4158,0.0447,12.7684,0.0826,114744,10.2164,0.0545,12.3295,0.0231,24,10.3518,0.0928,12.2484,0.0579,114744,9.7583,0.0931,11.989,0.1393,114744,10.1739,0.0591,11.0154,0.0308,24,2.10822,64.3547999475031,19.0299089540485,0.002,0.001,90,47813500084423296,64.35531346502,0.0689,19.02977997098,0.035,0.0037,20.8956,0.0768,112.75,0.118,-29.958,0.096,true,1367430.0,733.2,1865.01636661211,10.348603,524959.0,630.08,833.162455561198,11.051074,1192680.0,1685.7,707.528029898558,9.570608,1.480466,38.03,0.29,7,4439.04,0.286,0.126,0.68,0.163,0.360382,64.354583,19.029806,202,,04 17 25.1,+19 01 47.3,04172512+1901478,210744818,10.37,0.68,0,4.0,det,12.8433,0.1407,0.0117,1,N,corr,12.8433,0.4578,0.003904,Y,N,0,0.548985
64.64157,18.36459,04183382+1821529,64.640931,18.364704,0.06,0.06,90,11.49,10.922,12.298,10.601,4.8561,0.023,0.022,0.017,AAA,222,0,2450752.8141,2.22148,130030646413648059,64.64153496,18.36459616,0.022,0.003,0,436527232,52,56095.55915509,5,68,18.389,16.692,0.0103,16.7601,0.0054,115000,15.4571,0.0053,15.5202,0.0062,115000,13.9092,0.0049,13.9778,0.0099,115000,13.1562,0.0079,13.1901,0.002,115000,12.7986,0.0068,12.8139,0.0063,115000,2.099724,64.6410360811597,18.3647222260519,0.003,0.002,90,47715063730746880,64.64156503064,0.0919,18.36458790642,0.042,0.00505216913783635,21.852,0.1104,116.596,0.165,-31.197,0.113,false,26748.4,15.4427,1732.10643216536,14.62012,3907.3,19.7688,197.649832058597,16.371695,36851.2,59.2195,622.281512001959,13.345791,3.025904,,,0,4087.38,0.475,0.2907,,,0.364972,64.640833,18.364694,220,,04 18 33.8,+18 21 52.9,04183382+1821529,210700098,13.84,0.19,0,5.0,det,2.3381,0.8682,0.0088,0,N,corr,2.3381,0.8837,0.0095445,N,N,0,0.349911
66.31112,18.97346,04251456+1858250,66.310669,18.973616,0.06,0.06,0,9.594,8.958,10.0867574149342,8.706,3.4675,0.022,0.02,0.018,AAA,222,0,2450752.8936,1.634873,130760663109418745,66.31101454,18.97345855,0.153,0.036,90,570744832,68,56396.98375,5,56,15.1307574149342,13.75,0.0646,13.5612,0.0271,16892472,12.1735,0.0118,13.4082,0.0526,114744,11.5137,0.001,11.4416,0.001,16892984,11.185,0.001,11.1823,0.001,16811064,10.8077,0.0231,11.4147,0.0559,16440,1.305797,66.3106763450679,18.9735820257596,0.002,0.001,90,47917816253918720,66.31112244114,0.0671,18.9734599495,0.0281,0.0038,18.8865,0.0714,97.98,0.112,-28.353,0.088,false,313088.0,386.587,809.877207459123,11.9492,91638.1,410.351,223.316380367052,12.946198,352376.0,966.162,364.717304137401,10.894403,2.051796,39.59,0.59,11,3651.0,0.718,0.3513,0.68,0.073,0.124837,66.310417,18.973556,303,,04 25 14.5,+18 58 24.8,04251456+1858250,210741091,11.98,0.59,2,6.5,det,10.9678,0.9144,0.009,0,N,corr,10.9678,0.9134,0.0267885,Y,Y,1,0.863012
65.11559,18.89706,04202761+1853499,65.115075,18.897215,0.07,0.07,90,11.063,10.483,11.693813816332,10.215,4.4823,0.021,0.022,0.018,AAA,222,0,2450752.8404,1.840688,130670651154287048,65.11557133,18.89706842,0.026,0.013,90,436527104,52,55981.10883102,5,64,17.3885,15.9097,0.004,15.9661,0.0036,115000,14.6973,0.0056,14.7569,0.0026,115000,13.3549,0.001,13.3759,0.001,16892216,12.6333,0.001,12.6733,0.001,16892216,12.3577,0.0069,12.3437,0.0041,115000,1.770928,65.1151149630871,18.8971998761668,0.002,0.001,90,47760521664503296,65.11559001713,0.0662,18.89706025745,0.0294,0.0036,19.7589,0.0711,104.388,0.133,-32.428,0.095,false,46835.2,24.7971,1888.73698940602,14.011936,8077.1,25.3457,318.677329882386,15.58325,61241.1,77.9887,785.256069148479,12.794313,2.788938,,,0,3767.86,0.4327,0.252,,,0.146598,65.115,18.897194,235,,04 20 27.6,+18 53 49.9,04202761+1853499,210736105,13.28,0.23,0,2.0,det,19.7757,0.0611,0.0107,1,N,corr,20.3105,0.6707,0.0190685,Y,Y,0,0.256322
66.42469,19.0131,04254182+1900477,66.424253,19.013256,0.06,0.06,0,11.01,10.387,11.1667847749518,10.13,4.0879,0.02,0.022,0.019,AAA,222,0,2450752.8956,1.589865,130810664245536337,66.42466958,19.01310754,0.054,0.024,90,436527104,52,56122.91729167,5,78,16.441,15.4042,0.0047,15.4592,0.0022,115000,14.2179,0.0028,14.2753,0.0021,115000,13.0618,0.0022,13.1346,0.0027,16892216,12.5296,0.0546,12.5065,0.0025,16892216,12.2437,0.0077,12.238,0.0045,115000,1.515256,66.4243078778592,19.0132123414948,0.002,0.001,90,47917511308704128,66.42468952358,0.0524,19.01310115501,0.0266,0.0034,16.1197,0.0555,83.804,0.106,-25.824,0.077,false,62116.5,31.5859,1966.58952254012,13.705348,13073.5,33.355,391.950232348973,15.060411,75924.9,143.283,529.894683947154,12.560959,2.499453,,,0,3691.82,0.104,0.0605,,,0.244111,66.424167,19.013222,315,,04 25 41.8,+19 00 47.6,04254182+1900477,210743724,13.8,0.31,2,3.5,det,22.6025,0.1093,0.0103,2,N,corr,,,0.020554,Y,N,0,0.294767
66.08776,19.18062,04242092+1910509,66.087194,19.18082,0.06,0.06,90,12.029,11.423,12.766,11.133,4.9077,0.022,0.024,0.018,AAA,222,0,2450752.8838,2.054763,131010660875807363,66.08773111,19.1806319,0.005,0.002,90,436527104,52,56099.54716435,5,71,18.9468080922326,17.3139,0.0058,17.3652,0.007,115000,16.0407,0.0015,16.0937,0.0027,115000,14.4245,0.0032,14.473,0.0026,115000,13.6678,7.0E-4,13.7203,0.0018,115000,13.3223,0.0054,13.3366,0.0025,115000,1.947757,66.0872722315048,19.1807831941574,0.002,0.002,90,47982794811614080,66.08776088804,0.0725,19.18062044331,0.0377,0.00361116349236281,21.212,0.0766,107.194,0.155,-37.8,0.114,false,16249.4,10.1872,1595.0801005183,15.161274,2329.12,11.0587,210.614267499797,16.93341,22551.6,29.3717,767.800297565343,13.878975,3.054436,,,0,3805.44,0.328,0.197,,,0.297173,66.087083,19.18075,290,,04 24 20.9,+19 10 50.7,04242092+1910509,210754620,14.4,0.17,0,3.0,det,21.9422,0.0705,0.0094,2,N,corr,,,0.0940585,Y,N,0,0.395883
57.43103,24.31771,03494325+2419046,57.43021,24.317968,0.07,0.06,90,9.805,9.225,10.8550490966248,8.944,4.7211,0.022,0.022,0.018,AAA,222,0,2450770.9072,2.845913,137180574307081903,57.43084203,24.31776624,0.076,0.031,90,839180288,100,56004.97797454,3,70,16.7881,14.8771,0.0056,14.9252,0.0029,115000,13.6651,0.005,13.7215,0.0031,115000,12.35,0.0815,13.3554,0.0658,16440,13.0795,0.003,12.5275,0.0067,20536,11.0902,0.001,12.3158,0.0011,118840,2.196971,57.4303119833838,24.3179150399092,0.005,0.003,90,66556672943906432,57.43103091374,0.1261,24.31771450806,0.0708,0.0057,24.1107,0.1366,152.162,0.291,-46.576,0.206,false,136499.0,139.245,980.279363711444,12.850541,22204.0,88.5726,250.68700704281,14.485312,182248.0,351.2,518.929384965831,11.610264,2.875049,,,0,3850.74,,,,,0.385076,57.43,24.317944,82,,03 49 43.2,+24 19 04.6,03494325+2419046,211084463,14.99,0.38,0,3.0,det,22.1036,0.0723,0.0096,2,N,corr,,,0.0917035,Y,Y,0,0.696768
62.77738,12.79666,04110642+1247481,62.776762,12.796713,0.11,0.06,0,12.692,12.128,13.6545443168554,11.842,6.0586,0.025,0.038,0.033,AAA,222,0,2451874.9208,2.177915,123350627771376499,62.77735386,12.7966544,0.026,0.021,90,436527104,52,56175.47615741,10,73,21.0438,19.2313,0.0137,19.3157,0.0156,115000,17.9006,0.0078,17.9473,0.0078,115000,15.8087,0.0044,15.8036,0.0022,115000,14.8293,0.003,14.7666,0.0042,115000,14.3153,0.0075,14.1752,0.0047,16892216,2.088456,62.7767966341993,12.7967152572683,0.005,0.003,90,3304478125929665152,62.77738074084,0.147,12.79665812301,0.0782,0.0055,23.0414,0.1274,132.294,0.35,-13.27,0.2,false,4561.74,5.39124,846.139292630267,16.54054,362.206,8.99056,40.2873680838568,18.953999,7196.28,27.4341,262.311502837709,15.11915,3.834848,,,0,3310.0,0.4465,0.281,,,0.121857,62.776667,12.796722,,,04 11 06.4,+12 47 48.2,04110642+1247481,210371851,14.92,0.14,0,5.0,raw,37.592,0.1587,0.0089,1,Y,sec,0.8968,0.1551,0.00655,N,N,0,0.334388
64.36773,14.90099,04172811+1454038,64.367146,14.90108,0.07,0.06,0,10.471,9.869,11.146928949948,9.621,4.2437,0.022,0.023,0.019,AAA,222,0,2450727.8582,2.057372,125880643674421763,64.3677208,14.90099408,0.072,0.033,90,839180288,100,56115.07791667,4,65,16.5734,15.0475,0.0052,15.1113,0.0033,115000,13.8647,0.0106,13.9089,0.0015,115000,12.884,0.0486,12.7629,0.0314,16892472,13.1167,0.001,12.7598,0.001,16794168,11.6665,0.0026,11.6587,0.0031,16892216,2.023474,64.3672551108499,14.9010599287803,0.002,0.001,90,3311906770084019712,64.36772711736,0.0481,14.90098569966,0.0296,0.0026,20.1923,0.0528,105.941,0.107,-17.24,0.084,false,92241.8,46.725,1974.14232209738,13.276046,18205.0,74.4445,244.544593623438,14.70091,115545.0,166.907,692.271744144943,12.105038,2.595872,,,0,3536.41,,,,,0.386406,64.367083,14.901056,203,,04 17 28.1,+14 54 03.8,04172811+1454038,210470484,13.33,0.36,0,2.0,det,2.3883,0.1287,0.0096,1,N,corr,2.3788,0.4353,0.010794,Y,Y,0,0.219629
63.27393,15.2477,04130560+1514520,63.273348,15.247784,0.06,0.06,90,11.303,10.732,12.1772609120944,10.444,4.7845,0.021,0.02,0.019,AAA,222,0,2450726.9726,2.043938,126290632737427742,63.27390233,15.24770717,0.008,0.004,90,436527104,52,56114.1009375,5,69,18.1586,16.4253,0.0064,16.5048,0.0095,115000,15.2285,0.0056,15.2928,0.005,115000,13.6438,0.002,13.6976,0.0014,115000,12.9418,9.0E-4,13.007,0.0067,16892216,12.593,0.0045,12.6056,0.0035,115000,1.945104,63.273389462792,15.2477816134016,0.003,0.002,90,3311804515502788352,63.27393456893,0.0783,15.24770266272,0.0381,0.0037,22.2153,0.0814,122.148,0.223,-18.337,0.118,false,33318.0,29.175,1142.00514138817,14.381669,5135.71,48.5211,105.844879856392,16.074886,45370.5,92.0535,492.870993498346,13.119987,2.9549,,,0,3740.81,0.245,0.145,,,0.144268,63.273333,15.247778,169,,04 13 05.6,+15 14 52.0,04130560+1514520,210490365,14.53,0.2,2,3.0,det,22.7739,0.0598,0.0101,1,N,sec,1.8884,0.0981,0.0072505,Y,N,1,0.053698
64.4656,15.22707,04175160+1513378,64.465033,15.227184,0.06,0.06,90,11.224,10.638,11.977,10.365,4.6438,0.021,0.022,0.017,AAA,222,0,2450727.8632,2.011842,126270644654003076,64.46556954,15.22707272,0.005,0.005,90,436527104,52,56073.11770833,5,77,17.8218100480751,16.2103,0.0045,16.2782,0.0049,115000,15.0088,0.0017,15.0651,0.0023,115000,13.5231,0.0062,13.5562,6.0E-4,115000,12.8542,0.0087,12.8814,0.0016,115000,12.5141,0.0055,12.5255,0.0186,115000,1.906301,64.4651073284261,15.2271596985903,0.002,0.002,90,3311934086075988864,64.46559686579,0.0581,15.22706646336,0.0384,0.00306608265092363,21.004,0.0644,109.707,0.128,-21.655,0.101,false,37737.2,22.2894,1693.05589203837,14.246441,6094.24,25.6745,237.365479366687,15.88909,50509.3,96.0129,526.067851299148,13.003492,2.885597,,,0,3937.06,0.325,0.189,,,0.272607,64.465,15.227139,209,,04 17 51.6,+15 13 37.7,04175160+1513378,210489127,14.35,0.25,0,3.5,det,3.6463,0.4932,0.0086,0,N,corr,3.6508,0.6701,0.005407,Y,N,0,0.13672
55.51916,16.42166,03420441+1625183,55.518382,16.42177,0.06,0.06,0,11.609,11.022,12.5862782598232,10.742,5.0723,0.021,0.02,0.019,AAA,222,0,2450721.8807,2.715575,127700555189226541,55.51911645,16.4216614,0.017,0.004,90,436527104,52,56089.30674769,5,69,18.9085,17.0642,0.005,17.1357,0.0056,115000,15.8143,0.0028,15.8778,0.0036,115000,14.1449,0.0032,14.1956,0.0024,115000,13.3472,0.0021,13.395,0.0011,115000,12.9639,0.005,12.9684,0.0037,115000,2.566119,55.5184738243505,16.4217594009305,0.003,0.002,90,44052178182130816,55.51916283028,0.0884,16.42165511846,0.0591,0.0043,23.3806,0.1015,153.499,0.176,-24.221,0.13,false,21199.2,14.2193,1490.87507823873,14.872567,2825.16,16.5632,170.568489180835,16.72378,30046.9,98.3014,305.660957015872,13.567423,3.156357,,,0,3683.69,0.4202,0.272,,,0.31937,55.518333,16.42175,75,,03 42 04.4,+16 25 18.3,03420441+1625183,210563410,15.13,0.18,0,2.0,det,21.4717,0.096,0.0083,2,N,corr,,,0.1586375,Y,Y,0,0.172555
59.56042,12.62797,03581434+1237408,59.559774,12.628001,0.07,0.06,90,11.845,11.256,12.6937867689119,10.987,5.0889,0.022,0.022,0.018,AAA,222,0,2450725.9112,2.272086,123150595602054084,59.56039233,12.62797477,0.005,0.005,0,436527104,52,56212.33688657,5,73,19.0267,17.3199,0.0071,17.4316,0.0086,115000,16.0759,0.0051,16.1423,0.0029,115000,14.3603,0.0048,14.4209,0.0021,115000,13.5679,0.0022,13.6074,8.0E-4,115000,13.1948,0.0073,13.2041,0.0032,115000,2.174193,59.5598526211442,12.6280236986279,0.004,0.002,90,38329666836450304,59.56042372775,0.0987,12.62797069843,0.0552,0.0047,21.9461,0.1025,129.435,0.261,-12.31,0.138,false,17017.0,7.82296,2175.26358309387,15.111156,2162.36,10.2141,211.703429572845,17.014067,24263.8,40.4503,599.842275582629,13.799521,3.214545,,,0,3541.24,0.393,0.245,,,0.288024,59.559583,12.628,104,,03 58 14.3,+12 37 40.8,03581434+1237408,210365286,14.1,0.17,0,5.0,det,0.8686,0.2837,0.0096,0,N,corr,0.8686,0.3102,0.0028255,Y,Y,0,0.676369
60.18786,13.90626,04004493+1354227,60.187223,13.906324,0.07,0.07,90,10.26,9.615,10.98,9.344,4.8445,0.021,0.022,0.017,AAA,222,0,2450725.941,2.237878,124680601876158107,60.18782075,13.90625941,0.074,0.063,0,436527104,52,56052.22770833,5,69,16.9971770225162,15.3612,0.0027,15.415,0.0044,115000,14.1885,0.0084,14.2343,0.0128,115000,13.1078,0.1044,12.8505,0.0703,16892472,12.0356,0.0146,11.9879,4.0E-4,16892472,11.5267,0.0024,11.5215,0.0,16892216,2.10173,60.1872954401146,13.9063329675542,0.015,0.01,90,38929141191925760,60.18786450237,0.4727,13.90626330846,0.2796,0.025,21.242,0.532,128.295,0.973,-16.179,0.647,false,87772.2,106.279,825.865881312395,13.329974,13194.4,110.827,119.054021132035,15.050417,120037.0,411.851,291.457347438758,12.063632,2.986785,,,0,3821.1,,,,,0.255191,60.187083,13.906333,117,,04 00 44.9,+13 54 22.8,04004493+1354227,210419589,13.49,0.38,2,5.0,det,2.6612,0.5286,0.0101,0,Y,corr,2.6612,0.54,0.0200325,N,N,1,0.489228
61.76432,20.2806,04070323+2016510,61.763477,20.280834,0.06,0.06,0,11.45,10.858,12.949,10.556,5.0929,0.02,0.022,0.018,AAA,222,0,2450751.82,2.968688,132330617640497357,61.76427035,20.28061791,0.007,0.003,90,436527104,52,56070.8140162,5,74,19.328,16.935,0.005,17.0119,0.0061,115000,15.6489,0.0011,15.7047,0.0029,115000,13.987,0.0062,14.0073,0.0029,115000,13.1676,0.003,13.2091,9.0E-4,16892216,12.774,0.005,12.7788,0.0025,115000,2.789661,61.7635387059108,20.2808036837682,0.003,0.002,90,51902691204229888,61.76431739938,0.0853,20.28060462184,0.0461,0.00296296296296296,30.105,0.0892,169.646,0.216,-46.234,0.145,false,25196.0,18.2251,1382.48898497128,14.685039,3241.65,23.3794,138.654114305756,16.574472,35796.3,66.9512,534.662560193096,13.377324,3.197148,,,0,3530.11,,,,,0.235221,61.763333,20.280806,141,,04 07 03.2,+20 16 50.9,04070323+2016510,210827030,13.81,0.16,0,4.0,det,0.5111,0.1617,0.0103,2,M,corr,,,0.007087,N,N,0,0.486333
66.59089,18.00016,04262170+1800009,66.590421,18.000265,0.06,0.06,90,11.119,10.557,11.7089004114044,10.253,5.0189,0.021,0.023,0.017,AAA,222,0,2450752.9106,1.649653,129600665907590762,66.59086858,18.00016487,0.012,0.007,90,168091648,20,56125.1734375,10,66,17.9822,16.5263,0.0055,16.5843,0.0065,115000,15.2719,0.0024,15.3234,0.0035,115000,13.602,0.0011,13.6575,0.0017,16875832,13.1161,0.0012,12.9918,0.0011,16892472,12.4375,0.0017,12.4388,0.0014,115000,1.574249,66.5904448397105,18.000286052031,0.003,0.002,90,3314393590508675456,66.59088956948,0.0835,18.00015736452,0.0378,0.0043,19.5515,0.0834,98.236,0.192,-29.889,0.11,false,35018.8,16.8308,2080.63787817573,14.327611,4788.6,23.4814,203.931622475662,16.150867,49263.0,70.2851,700.90246723701,13.030619,3.120249,,,0,3704.55,1.253,0.7465,,,0.111382,66.590417,18.000278,328,,04 26 21.7,+18 00 01.0,04262170+1800009,210674207,14.6,0.25,2,4.5,det,1.0549,0.082,0.0101,1,Y,corr,1.0542,0.3086,0.006327,N,N,1,0.03206
65.6654,18.26918,04223953+1816097,65.664747,18.269377,0.06,0.06,90,9.605,8.971,10.6249470467724,8.726,-8.726,0.021,0.024,0.018,AAA,222,0,2450752.8661,2.342253,129920656650053434,65.66484841,18.26889978,0.015,0.015,90,268513280,32,55462.50666667,0,4,1.8989,,,,,0,,,,,0,11.3922,0.0064,13.379,0.1294,24,12.0377,0.0011,12.4787,0.001,24,13.8071,0.0022,12.4937,0.0022,24,1.752621,65.6648385607252,18.2693306900546,0.002,0.001,90,47485609397541632,65.66540015396,0.054,18.26918414611,0.0259,0.00225218649772487,23.9767,0.054,123.86,0.11,-34.036,0.089,false,275892.0,91.6639,3009.82175098376,12.086519,67450.4,90.6999,743.665649024971,13.278926,312929.0,240.698,1300.08973900905,11.023306,2.25562,39.66,0.35,15,3992.47,0.3307,0.164,,,0.354634,65.664583,18.269306,257,,04 22 39.5,+18 16 09.5,04223953+1816097,210693497,12.13,0.41,0,2.5,det,22.6025,0.0708,0.0097,2,N,corr,,,0.0112025,Y,N,0,0.567642
64.46149,18.47506,04175061+1828307,64.460905,18.475195,0.13,0.07,0,9.841,9.246,10.6448703371395,8.992,-8.992,0.022,0.022,0.018,AAA,222,0,2450752.8129,2.055734,130170644612410307,64.46130408,18.47483899,0.01,0.01,90,1384198144,165,56067.86951389,1,3,1.6529,,,,,0,,,,,0,14.1556,0.001,13.1487,0.001,16892472,13.4922,0.0013,12.935,0.0014,536,,,,,0,1.870665,64.4609732677909,18.4751883189689,0.004,0.003,90,47729215646206080,64.46148633193,0.1253,18.47505778502,0.0628,0.0066,21.4079,0.1412,113.022,0.247,-30.318,0.177,false,154558.0,105.29,1467.92667869693,12.715638,28370.3,151.075,187.789508522257,14.219227,197907.0,291.285,679.427364951851,11.520765,2.698462,,,0,3812.67,,,,,0.234335,64.460833,18.475167,208,,04 17 50.6,+18 28 30.6,04175061+1828307,210707811,12.81,0.49,2,4.0,det,22.4337,0.0659,0.0091,2,N,corr,,,0.0566885,Y,N,0,0.257543
